u,g,r,i,z,specClass,redshift,redshift_err
19.54696,18.15991,17.43641,17.00897,16.73942,GALAXY,0.1205699,1.312196e-05
17.95111,16.96896,16.65563,16.46339,16.26932,GALAXY,0.0342854,4.71468e-06
19.19155,18.08436,17.56886,17.22734,17.02145,GALAXY,0.09054878,8.028226e-06
18.01034,16.95727,16.58628,16.34551,16.19976,GALAXY,0.04789139,7.585632e-06
19.34614,19.18646,18.86406,18.67639,18.06841,QSO,0.2936755,3.881532e-05
17.39956,15.46464,14.60763,14.17919,13.87376,GALAXY,0.03785055,1.236626e-05
19.38887,17.86722,17.17632,16.76944,16.53222,GALAXY,0.1335779,7.050206e-06
19.20805,18.27065,17.97981,17.83616,17.81393,GALAXY,0.0,0.0
17.54098,15.69694,14.86186,14.46599,14.18734,GALAXY,0.03468123,7.916889e-06
18.81713,17.31268,16.44032,15.95829,15.60374,GALAXY,0.09473337,1.885996e-05
19.23029,18.95406,18.91232,18.99886,18.87099,QSO,0.7794581,0.0001313378
17.55136,15.87545,15.07107,14.66937,14.39449,GALAXY,0.03470477,1.062439e-05
19.00563,17.23669,16.26726,15.8185,15.45246,GALAXY,0.09318501,1.29052e-05
17.1639,15.7924,15.23546,14.91637,14.69628,GALAXY,0.0403198,8.509929e-06
19.11585,17.88838,17.53789,17.34526,17.22242,GALAXY,0.04132126,1.113806e-05
18.93666,16.96297,16.00488,15.56954,15.23454,GALAXY,0.04510126,1.357952e-05
16.52855,14.69823,13.84111,13.41755,13.14758,GALAXY,0.03183441,1.046749e-05
17.1834,16.28823,15.96393,15.71838,15.53137,GALAXY,0.03634951,7.645877e-06
19.35752,18.3042,17.8332,17.4937,17.3353,GALAXY,0.0,0.0
19.31951,17.73516,16.91922,16.44139,16.09534,GALAXY,0.08775201,1.043957e-05
18.3687,17.69833,17.39641,17.21609,17.075,GALAXY,0.03235263,4.878012e-06
18.08243,17.12443,16.79295,16.57332,16.50153,GALAXY,0.04026798,7.551837e-06
18.11108,16.52726,15.78022,15.38589,15.09569,GALAXY,0.03633155,1.417998e-05
16.2477,15.41364,15.00053,14.92533,14.72098,GALAXY,0.01483267,7.021868e-06
19.25722,17.77382,16.94984,16.4858,16.15153,GALAXY,0.09986747,1.162273e-05
18.8751,18.50043,18.30883,18.02803,17.9616,QSO,1.660969,0.0002659446
19.09559,17.04376,16.01881,15.52812,15.17085,GALAXY,0.1245666,1.865746e-05
19.55757,17.5001,16.50308,16.0686,15.69316,GALAXY,0.09582675,2.073431e-05
19.43186,17.65249,16.79924,16.37946,16.03812,GALAXY,0.07288308,1.782473e-05
18.48312,16.96182,16.21041,15.82462,15.535,GALAXY,0.03503215,1.890641e-05
19.48023,18.29173,17.72873,17.43614,17.22042,GALAXY,0.03328436,1.237577e-05
18.65515,16.7729,15.84258,15.4004,15.08357,GALAXY,0.07372369,1.52085e-05
19.40049,17.67611,16.8229,16.41913,16.1069,GALAXY,0.07020468,2.120239e-05
18.58287,16.47104,15.46637,15.00979,14.65245,GALAXY,0.08811631,1.28447e-05
19.41374,18.19546,17.59066,17.21445,16.96471,GALAXY,0.08324744,7.841381e-06
18.645,17.49841,16.82372,16.43745,16.16807,GALAXY,0.1019151,8.070501e-06
19.41647,17.35147,16.31788,15.8753,15.50761,GALAXY,0.1127028,2.007434e-05
19.48962,17.66501,16.71203,16.22062,15.82379,GALAXY,0.0987857,1.523802e-05
18.32125,17.17944,16.39148,15.92769,15.61861,QSO,0.08428816,3.081521e-05
19.17726,18.04197,17.5885,17.29792,17.11009,GALAXY,0.1137778,9.232716e-06
18.05659,16.54456,15.7816,15.39951,15.05475,GALAXY,0.03908005,7.131243e-06
18.15465,16.22119,15.34001,14.91544,14.57731,GALAXY,0.03378927,1.120647e-05
18.93585,17.72515,17.40154,17.23056,17.03001,GALAXY,0.02989308,1.143759e-05
19.54784,18.29098,17.60007,17.1912,16.9254,GALAXY,0.1122204,8.238641e-06
19.14655,18.23318,17.77547,17.45046,17.30273,GALAXY,0.1226981,7.66817e-06
19.52718,18.37893,17.48289,17.00767,16.70593,GALAXY,0.1988611,1.575842e-05
19.3886,17.88657,17.19098,16.81121,16.53031,GALAXY,0.06760667,1.334705e-05
16.96792,15.68141,14.9865,14.58458,14.30371,GALAXY,0.09118494,1.611611e-05
19.06954,18.78488,18.54495,18.30558,18.28731,QSO,1.53187,0.0004274026
18.1569,17.04503,16.67454,16.3818,16.29973,GALAXY,0.08511024,7.580846e-06
16.07081,14.8041,14.79208,14.83754,14.91286,GALAXY,0.0,0.0
19.45049,17.75323,17.01435,16.69489,16.40704,GALAXY,0.03426865,3.21116e-05
18.37832,16.58374,15.72919,15.3187,14.98876,GALAXY,0.06545213,1.22986e-05
19.55956,18.15543,17.41706,17.02574,16.7655,GALAXY,0.08091202,2.408755e-05
19.32605,18.99478,19.09691,18.8344,18.58472,QSO,0.4705253,6.401313e-05
19.44045,18.3031,17.80929,17.4706,17.30119,GALAXY,0.1121741,6.304372e-06
18.89032,17.83264,17.45645,17.1978,17.03302,GALAXY,0.04037594,8.317031e-06
17.28892,16.15321,15.71474,15.50638,15.34972,GALAXY,0.01535273,7.095825e-06
19.17223,17.69911,16.63059,16.10128,15.70164,GALAXY,0.1431253,1.948351e-05
17.65878,16.1346,15.27012,14.81529,14.46857,GALAXY,0.0778144,2.511434e-05
16.69976,14.93477,14.08067,13.59746,13.23384,GALAXY,0.04433317,9.624824e-06
19.38329,18.01884,17.37143,17.06534,16.88115,GALAXY,0.110286,1.807065e-05
18.32868,16.62701,15.80247,15.39921,15.14373,GALAXY,0.07403224,2.61246e-05
18.83431,18.58036,18.51773,18.34658,18.38983,QSO,1.571655,0.0003424293
19.40499,18.31722,17.68837,17.29819,17.06764,GALAXY,0.0918464,8.196514e-06
19.37776,19.28516,19.14885,19.22742,19.16254,QSO,1.101177,0.0003264435
17.53847,15.94441,15.15271,14.73607,14.38842,GALAXY,0.03094447,7.617056e-06
18.23691,16.35994,15.52001,15.11387,14.80746,GALAXY,0.0467833,1.212493e-05
19.57973,17.72412,16.79791,16.33046,15.94397,GALAXY,0.03673425,1.681132e-05
19.37706,17.86563,17.23245,16.89462,16.63751,GALAXY,0.0743973,8.111492e-06
19.40466,17.99051,17.54412,17.2148,17.16972,GALAXY,0.07938632,1.335902e-05
17.24612,16.06214,15.59646,15.29741,15.09432,GALAXY,0.04733203,1.070053e-05
19.20077,18.96458,18.8532,18.61805,18.63899,QSO,1.589903,0.0003700601
18.29067,17.10898,16.41986,15.87479,15.60912,GALAXY,0.07984129,4.809615e-06
19.48125,17.74761,16.92562,16.54033,16.22744,GALAXY,0.06094397,1.847309e-05
18.77351,16.30946,15.45419,14.90855,14.8951,GALAXY,0.04522152,1.01339e-05
18.697,16.67249,15.66109,15.23702,14.90749,GALAXY,0.09565432,2.449006e-05
19.02504,17.89224,17.46636,17.20148,17.03599,GALAXY,0.08046698,6.689969e-06
18.41666,17.07253,16.38482,15.98839,15.67195,GALAXY,0.0604826,1.124232e-05
18.33095,16.79641,16.02661,15.56787,15.26691,GALAXY,0.08283566,1.140597e-05
19.17325,18.97143,18.95417,19.11232,19.04475,QSO,0.8949236,0.0002733892
17.78463,15.77254,14.81067,14.37525,14.03465,GALAXY,0.08269521,1.46821e-05
19.56771,18.47407,17.87983,17.42426,17.24833,GALAXY,0.1239755,5.541837e-06
18.88567,17.60696,17.13585,16.90981,16.79927,GALAXY,0.01544619,2.034391e-05
18.87798,17.54985,16.86987,16.63145,16.43581,GALAXY,0.02897383,1.290051e-05
19.1418,19.03563,18.69151,18.57493,18.43098,QSO,1.397721,0.0003001434
19.31175,17.75692,17.15475,16.7292,16.52364,GALAXY,0.08533687,7.529106e-06
16.26919,14.84485,14.36277,14.58581,14.12952,GALAXY,0.0,0.0
18.30464,16.93439,16.25522,15.87671,15.60464,GALAXY,0.09496434,1.918518e-05
19.08804,17.80568,17.16881,16.79465,16.54772,GALAXY,0.1051242,1.301802e-05
19.21696,17.28654,16.37589,15.95362,15.62983,GALAXY,0.07317069,1.624402e-05
17.26409,16.05783,15.48381,15.16594,15.09985,GALAXY,0.006153071,1.614971e-05
19.55249,17.46881,16.39192,15.87485,15.52565,GALAXY,0.09413439,2.514078e-05
16.73739,15.49887,14.91361,14.56603,14.34464,GALAXY,0.03960849,9.031468e-06
19.21065,17.49512,16.91265,16.62599,16.39989,GALAXY,0.03227177,1.433944e-05
19.22417,17.18249,16.22604,15.78498,15.43962,GALAXY,0.09127199,1.808273e-05
18.94371,17.65703,17.2547,16.99011,16.87308,GALAXY,0.04577996,1.25175e-05
18.92088,16.93975,16.02303,15.57268,15.22112,GALAXY,0.0427771,1.075623e-05
17.25093,15.43377,14.55307,14.1184,13.73971,GALAXY,0.0353544,8.284481e-06
17.6547,15.63913,14.6887,14.25275,13.92464,GALAXY,0.06273937,1.395722e-05
19.51626,19.3444,19.08553,19.10177,19.07797,QSO,1.051464,0.0004099722
19.51723,18.04496,17.22021,16.79781,16.46443,GALAXY,0.09046254,2.299001e-05
18.52111,16.86201,16.02237,15.60639,15.28409,GALAXY,0.07321548,1.965449e-05
18.52086,16.57582,15.73428,15.34566,15.12465,GALAXY,0.04394927,1.283425e-05
18.64199,17.23493,16.62215,16.30451,16.08022,GALAXY,0.03818616,9.652689e-06
19.36336,18.84787,18.47915,18.30614,18.27464,QSO,1.41481,0.0004345719
18.58455,17.24336,16.77397,16.53003,16.35398,GALAXY,0.03597908,2.06814e-05
19.00934,17.88433,17.50961,17.28294,17.27408,GALAXY,0.03978425,9.220457e-06
19.10735,17.73727,17.01054,16.57204,16.27608,GALAXY,0.09633778,9.536482e-06
19.5378,19.43922,19.21565,19.2743,19.42723,QSO,1.213686,0.0003613681
18.02593,16.33158,15.46669,15.02545,14.68111,GALAXY,0.04331363,1.301793e-05
18.43287,16.41991,15.45774,15.01569,14.65332,GALAXY,0.07084415,1.474139e-05
19.30902,19.1149,18.9608,18.79505,18.44161,QSO,0.3864579,5.681277e-05
19.44093,17.41068,16.27285,15.74826,15.32565,GALAXY,0.09893156,2.183699e-05
18.81491,17.71285,17.09273,16.75271,16.5782,GALAXY,0.1547981,1.231658e-05
19.45503,17.70925,16.9546,16.56709,16.33016,GALAXY,0.07162667,5.060478e-05
18.29106,16.41097,15.58667,15.18873,14.88573,GALAXY,0.03234978,1.148646e-05
16.50521,15.54415,15.15888,14.92363,14.76543,GALAXY,0.0342105,8.366585e-06
19.12207,18.70135,18.56027,18.39001,17.96822,QSO,0.3979845,8.628535e-05
18.66489,17.30841,16.60985,16.21589,15.92302,GALAXY,0.0975351,8.151911e-06
19.23767,18.0774,17.5454,17.19167,17.02987,GALAXY,0.1278596,6.148473e-06
19.05371,17.09368,16.16737,15.7134,15.3537,GALAXY,0.06039187,1.73978e-05
18.99748,19.06911,18.87004,18.86769,18.95023,QSO,1.281463,0.0003412753
19.01004,17.8971,17.4458,17.14592,17.00467,GALAXY,0.09400267,7.700663e-06
19.24797,19.14029,19.00997,19.0711,19.06226,QSO,0.9795252,0.0004285988
19.02212,18.58219,18.55404,18.40306,18.42413,QSO,0.6501514,0.0003267569
19.52042,19.53597,19.4863,19.13836,19.06705,QSO,1.804476,0.0001786308
18.89866,17.38107,16.59106,16.14434,15.82384,GALAXY,0.06489421,1.79877e-05
19.34891,17.93422,17.19706,16.78032,16.4756,GALAXY,0.04527463,8.01954e-06
18.33261,17.0652,16.53421,16.21826,16.02247,GALAXY,0.05815614,9.967024e-06
17.78117,16.90594,16.66382,16.58766,16.57213,GALAXY,0.0,0.0
19.46549,18.17461,17.65893,17.3811,17.23772,GALAXY,0.04652873,2.591237e-05
19.15786,17.38223,16.52938,16.10759,15.79763,GALAXY,0.08170599,2.030811e-05
19.13153,18.16018,17.84386,17.74424,17.67443,GALAXY,0.01347166,5.231803e-06
19.21195,18.65524,18.09056,18.02177,17.42924,QSO,0.3284793,2.878072e-05
18.91207,16.8593,15.85975,15.40275,15.04506,GALAXY,0.08711966,1.89124e-05
17.28872,15.84081,15.53627,15.39423,15.57902,GALAXY,0.005894025,2.72424e-05
19.19361,17.92311,17.391,17.04888,16.83263,GALAXY,0.04631683,7.216457e-06
19.5556,18.48043,17.98491,17.67812,17.45848,GALAXY,0.03711215,5.956296e-06
19.13901,17.18711,16.25796,15.82171,15.48293,GALAXY,0.07132892,1.719262e-05
19.15918,17.99971,17.44696,17.08248,16.92219,GALAXY,0.1366698,7.483279e-06
19.20995,17.72924,17.25343,17.02635,16.83317,GALAXY,0.03963339,2.783862e-05
19.27844,17.63651,16.78552,16.3144,15.95456,GALAXY,0.04071689,2.332553e-05
19.39815,18.57142,17.93718,17.77565,17.14456,QSO,0.3115318,2.074139e-05
18.06441,17.71196,17.21189,16.79229,16.65242,QSO,0.1709772,2.995791e-05
18.41553,17.25507,16.87105,16.59154,16.40226,GALAXY,0.03314755,6.044277e-06
18.10389,16.36713,15.58926,15.22674,14.92075,GALAXY,0.03571625,8.501032e-06
18.64823,17.28774,16.73609,16.3961,16.20197,GALAXY,0.0801011,9.994461e-06
19.19024,17.46273,16.58009,16.08936,15.72941,GALAXY,0.08055983,1.101935e-05
19.57624,17.89684,17.4443,17.32937,17.14807,GALAXY,0.03326919,4.539666e-05
19.27913,17.51451,16.54106,16.08479,15.76112,GALAXY,0.1065186,1.404038e-05
19.55043,19.26965,19.2241,19.00587,18.92582,QSO,1.698203,0.0004478435
19.49225,18.41959,17.7559,17.37291,17.15741,GALAXY,0.1233391,3.198414e-05
19.37095,19.08969,18.90828,18.657,18.5601,QSO,1.853696,0.001008944
19.19684,17.42126,16.5353,16.06358,15.75765,GALAXY,0.07831616,1.62387e-05
15.13809,13.01707,12.04971,11.5079,11.29394,GALAXY,0.01401056,6.782126e-06
19.54442,17.89817,17.08447,16.63523,16.31904,GALAXY,0.09069023,1.510792e-05
16.94272,15.24696,14.52485,14.07734,13.71397,GALAXY,0.03431162,6.919061e-06
17.57977,15.62117,14.71967,14.31229,13.9843,GALAXY,0.06124305,1.333766e-05
19.01405,17.38154,16.49283,16.03341,15.67411,GALAXY,0.03274729,6.92514e-06
18.3306,17.12148,16.76271,16.50043,16.37189,GALAXY,0.06335889,6.962382e-06
18.98144,17.03234,16.07824,15.65874,15.29235,GALAXY,0.08625651,2.528586e-05
19.59467,18.03893,17.38544,16.95072,16.76497,GALAXY,0.0593353,1.373719e-05
19.47163,18.29447,17.67852,17.34519,17.13186,GALAXY,0.1145133,1.418628e-05
18.75562,17.55479,17.04668,16.74937,16.55297,GALAXY,0.03691885,8.348064e-06
18.86459,17.67027,16.95757,16.52304,16.24587,GALAXY,0.1325243,6.823279e-06
19.05162,17.52611,16.74731,16.30249,15.94252,GALAXY,0.06234364,3.492379e-05
18.7439,17.24667,16.66577,16.27104,15.90148,GALAXY,0.05622271,9.532385e-06
19.49216,17.54218,16.71686,16.29546,15.97521,GALAXY,0.05225189,2.776323e-05
19.28164,19.09451,18.99634,18.71528,18.35767,QSO,0.4178711,4.308708e-05
19.23473,17.70283,16.85209,16.39661,16.08402,GALAXY,0.0906921,1.133833e-05
17.5921,16.02208,15.25112,14.84545,14.51705,GALAXY,0.0400763,1.097987e-05
19.5662,18.20006,17.53328,17.14948,16.87177,GALAXY,0.06544065,8.500541e-06
18.04385,16.35953,15.5504,15.14289,14.8318,GALAXY,0.03812063,1.191118e-05
19.5352,18.1664,17.51067,17.13005,16.86319,GALAXY,0.1346283,1.00191e-05
18.23461,16.40129,15.57143,15.16637,14.85019,GALAXY,0.04723832,1.008935e-05
18.2732,16.63836,15.82692,15.39231,15.08502,GALAXY,0.04498792,1.148126e-05
18.24646,16.31257,15.39736,14.96216,14.60824,GALAXY,0.05436617,1.359311e-05
18.6716,17.2309,16.50438,16.06765,15.76549,GALAXY,0.06892605,7.397072e-06
19.14744,17.97254,17.34759,16.9837,16.83269,GALAXY,0.07232279,8.987649e-06
17.36829,15.30857,14.33455,13.88211,13.55213,GALAXY,0.07829168,1.210436e-05
19.59523,18.23666,17.50024,17.1083,16.80546,GALAXY,0.1124265,1.939235e-05
19.16035,19.01607,18.97327,18.71623,18.77459,QSO,1.64157,0.000373561
17.12966,15.86145,15.39091,15.12645,14.87783,GALAXY,0.02732547,1.669563e-05
19.02962,17.08233,16.06242,15.59628,15.22096,GALAXY,0.1163385,1.849438e-05
16.57849,16.3612,16.20779,16.2075,16.1676,QSO,1.076239,0.0002132367
19.11538,17.67847,16.97159,16.59934,16.32515,GALAXY,0.092067,4.57105e-05
19.23005,17.12542,16.09123,15.63667,15.26412,GALAXY,0.08902524,1.736689e-05
19.42955,17.55641,16.74222,16.35259,16.07909,GALAXY,0.05834919,1.422962e-05
19.53071,18.11295,17.47403,17.15811,16.8886,GALAXY,0.08696086,2.603613e-05
19.27773,17.46231,16.60376,16.21445,15.89011,GALAXY,0.04064075,1.839658e-05
19.50163,18.25359,17.71477,17.40716,17.24348,GALAXY,0.07842057,7.808825e-06
19.37048,17.22552,16.12327,15.6512,15.29043,GALAXY,0.1249893,2.390294e-05
17.52459,16.34608,15.8292,15.54136,15.34348,GALAXY,0.03055895,1.11599e-05
19.52219,19.37573,18.72893,18.35889,17.87536,QSO,0.2962298,7.798391e-05
19.23062,18.99618,18.94239,18.72132,18.64332,QSO,1.828785,-1.0
18.41647,16.31489,15.28664,14.83113,14.4508,GALAXY,0.08605015,1.73776e-05
18.57504,16.76367,15.92766,15.54737,15.23663,GALAXY,0.04453154,9.857327e-06
19.49405,17.84565,16.99156,16.56716,16.23724,GALAXY,0.06141239,2.486899e-05
19.3597,18.22246,17.68191,17.35091,17.07927,GALAXY,0.03928743,6.137603e-06
18.86189,17.61368,17.14367,16.93118,16.82777,GALAXY,0.02503821,1.459977e-05
19.21359,17.2062,16.11996,15.67077,15.29881,GALAXY,0.1320257,2.398281e-05
18.86889,17.22194,16.53989,16.19988,15.95375,GALAXY,0.03758415,2.776787e-05
19.54877,17.73306,16.64412,16.03586,15.57637,GALAXY,0.08413029,1.803851e-05
19.38401,17.61741,16.78844,16.39194,16.09983,GALAXY,0.06534588,1.388087e-05
17.85468,16.70171,16.12533,15.83484,15.62095,GALAXY,0.1010419,1.005419e-05
19.32827,17.97937,17.01143,16.54864,16.20806,GALAXY,0.1734375,1.348094e-05
19.34544,17.72629,16.75674,16.27378,15.92866,GALAXY,0.1258563,2.14599e-05
19.20256,17.84057,16.91433,16.48189,16.19569,GALAXY,0.1621195,1.575775e-05
19.24596,18.11806,17.59656,17.23311,17.06969,GALAXY,0.1328306,7.079187e-06
19.01122,17.81324,17.72515,17.66001,17.45141,QSO,2.752245,0.0002094408
19.26823,18.13392,17.76379,17.49895,17.31947,GALAXY,0.05938689,7.317454e-06
19.22309,17.65664,16.87946,16.49482,16.21393,GALAXY,0.03519602,2.009541e-05
18.31676,16.74159,15.99428,15.55536,15.24198,GALAXY,0.07192618,8.481942e-06
18.54299,16.62307,15.78014,15.36213,15.06137,GALAXY,0.03943357,1.227361e-05
17.30824,16.16474,15.65814,15.31816,15.07966,GALAXY,0.03443394,7.74502e-06
19.29046,17.85435,17.0916,16.66636,16.38726,GALAXY,0.1104904,1.066053e-05
19.43539,18.12129,17.65283,17.31745,17.15343,GALAXY,0.05697763,1.139895e-05
19.13803,18.93884,18.80315,18.51748,18.42365,QSO,1.728968,0.000424245
19.37375,18.16906,17.66257,17.30505,17.10556,GALAXY,0.0605392,7.773421e-06
18.70182,17.43297,16.96492,16.68761,16.52963,GALAXY,0.04062437,9.686673e-06
18.90177,18.38095,18.13673,18.18279,18.21635,QSO,1.266965,0.0004360751
19.26902,18.50889,18.13717,17.87501,17.84767,GALAXY,0.1652386,6.060036e-06
16.88498,15.26806,14.50183,14.09944,13.78286,GALAXY,0.03801271,1.102152e-05
18.3508,16.40806,15.57097,15.15706,14.8083,GALAXY,0.04543665,1.292419e-05
17.31661,16.0071,15.35303,14.97353,14.70968,GALAXY,0.07165227,1.008388e-05
19.1792,17.86215,17.12439,16.7093,16.46082,GALAXY,0.1105828,1.359238e-05
18.17485,16.16745,15.19847,14.7566,14.40484,GALAXY,0.07252388,1.433751e-05
19.53675,18.44747,17.75762,17.35787,17.10224,GALAXY,0.1421056,1.095356e-05
18.93209,17.77913,17.28281,16.97778,16.79351,GALAXY,0.08846012,9.280732e-06
18.2548,17.31376,16.92092,16.56844,16.46689,GALAXY,0.09341794,8.355707e-06
17.42384,15.96004,15.21394,14.79924,14.50489,GALAXY,0.04835509,2.130043e-05
19.43429,18.21035,17.53166,17.1794,16.9686,GALAXY,0.1104961,2.581917e-05
18.74407,16.9263,16.08496,15.70087,15.39012,GALAXY,0.05486849,1.205457e-05
18.60252,17.34478,16.7024,16.30366,16.06176,GALAXY,0.07951637,8.083386e-06
18.99405,18.0516,17.64168,17.21162,17.09241,GALAXY,0.07794679,6.998473e-06
18.13967,16.38661,15.543,15.11506,14.81321,GALAXY,0.0,0.0
18.3707,17.98075,18.01417,17.90618,17.9877,QSO,0.638676,7.852998e-05
18.86273,17.64393,17.01102,16.72075,16.6047,GALAXY,0.04114377,2.086601e-05
18.65386,16.90154,16.07288,15.63491,15.29898,GALAXY,0.03564142,1.659669e-05
19.33893,17.45877,16.33817,15.87355,15.47459,GALAXY,0.1153312,1.937873e-05
19.28201,17.25393,16.22389,15.78834,15.41703,GALAXY,0.1169451,2.007725e-05
17.76609,16.83153,16.38736,16.03007,15.88868,GALAXY,0.06603456,6.824835e-06
18.1383,16.98709,16.47251,16.1134,15.95322,GALAXY,0.07686497,7.482107e-06
18.30565,16.4515,15.54137,15.10355,14.75799,GALAXY,0.05101038,1.64236e-05
19.08141,18.05232,17.48281,17.1593,16.98312,GALAXY,0.1901329,9.362663e-06
19.54076,18.03911,17.41544,17.04176,16.87136,GALAXY,0.08276653,2.182663e-05
19.34781,18.12051,17.54662,17.2294,17.08571,GALAXY,0.1026185,2.040202e-05
17.69373,16.09437,15.31166,14.82904,14.54805,GALAXY,0.07405499,1.580371e-05
19.31612,17.39392,16.25551,15.79763,15.44148,GALAXY,0.140374,2.616173e-05
19.45266,17.76859,16.83107,16.35573,16.00533,GALAXY,0.09598834,1.687559e-05
17.9886,16.15356,15.28906,14.8174,14.4489,GALAXY,0.05116256,9.603856e-06
17.96978,16.85147,16.45005,16.21963,16.07462,GALAXY,0.03617048,1.663014e-05
19.54115,17.68108,16.72322,16.28885,15.9459,GALAXY,0.08670537,2.288597e-05
18.9214,17.56273,17.08055,16.78399,16.62044,GALAXY,0.05943681,1.068272e-05
18.34654,16.97799,16.34787,16.01914,15.79544,GALAXY,0.03300161,3.088011e-05
19.30368,17.8965,17.31219,16.94755,16.76368,GALAXY,0.07152255,1.043582e-05
19.03084,17.46937,16.67152,16.21961,15.89985,GALAXY,0.1023906,2.208592e-05
18.98998,18.05771,17.67309,17.47307,17.36541,GALAXY,0.03004426,4.331881e-06
19.50131,17.74768,16.83963,16.34277,15.93794,GALAXY,0.08051954,1.567142e-05
18.4628,17.23659,17.39449,17.48857,17.58674,GALAXY,0.0,0.0
19.54102,17.86672,17.36036,17.04237,16.85876,GALAXY,0.07939213,9.866897e-06
19.01448,18.77459,18.45247,18.62149,18.78705,QSO,1.083653,0.0002056281
19.15928,18.08527,17.60811,17.28022,17.13514,GALAXY,0.1199223,7.072209e-06
16.80084,14.66112,13.7388,13.32479,13.00435,GALAXY,0.03965204,1.303292e-05
18.3965,17.23269,16.7523,16.47844,16.30165,GALAXY,0.03400636,8.907833e-06
18.49347,16.62047,15.72489,15.30065,14.99514,GALAXY,0.05709216,1.555764e-05
19.49457,17.51225,16.52813,16.08698,15.75994,GALAXY,0.0870349,2.260535e-05
19.13794,17.44821,16.59594,16.07697,15.75382,GALAXY,0.08542833,1.006801e-05
19.46595,17.88455,17.03047,16.54725,16.20142,GALAXY,0.07674065,1.34719e-05
19.04676,17.05468,16.08244,15.63602,15.30215,GALAXY,0.0871652,1.459308e-05
19.45913,17.33882,16.28816,15.8314,15.49921,GALAXY,0.09478173,2.523742e-05
19.52054,17.61672,16.62082,16.13791,15.73647,GALAXY,0.08778306,2.86666e-05
18.28382,17.48263,17.03182,16.49193,16.49331,GALAXY,0.1327649,9.341864e-06
19.24824,17.68563,16.96426,16.57869,16.46186,GALAXY,0.03404021,4.250399e-05
19.49178,17.87769,16.95676,16.53312,16.24993,GALAXY,0.1261867,2.716628e-05
19.22768,17.98612,17.55966,17.40172,17.14772,GALAXY,0.0268554,1.596581e-05
18.4076,15.96172,15.06937,14.73313,14.56102,GALAXY,0.04299419,9.608047e-06
18.91311,17.39177,16.59325,16.16041,15.81934,GALAXY,0.1071689,2.30133e-05
19.01371,18.47041,17.73087,17.26143,17.0268,QSO,0.1733221,4.662052e-05
19.43801,17.6311,16.7982,16.28997,15.94703,GALAXY,0.07450241,9.828039e-06
18.94308,17.45929,16.87261,16.54095,16.33322,GALAXY,0.09584932,1.584204e-05
19.19342,18.79326,18.62035,18.52216,18.42898,QSO,0.7541619,0.0001847864
19.19042,17.3923,16.5922,16.21789,15.89218,GALAXY,0.0305298,1.988081e-05
18.25135,17.1158,16.74569,16.47478,16.34716,GALAXY,0.0460373,5.229732e-06
19.19138,18.96328,18.92645,19.06976,18.90239,QSO,0.7552553,0.0001302695
17.83807,15.97592,15.18784,14.76152,14.48957,GALAXY,0.06991924,1.931701e-05
19.44478,17.54176,16.52184,16.0347,15.62191,GALAXY,0.08740792,3.495363e-05
17.9262,16.56947,15.8692,15.49037,15.22102,GALAXY,0.09711665,1.637542e-05
19.31788,18.18557,17.61353,17.24276,17.02853,GALAXY,0.1017291,9.950017e-06
17.59428,16.17656,15.47968,15.10203,14.79456,GALAXY,0.03047445,1.169125e-05
19.27794,17.7893,17.08624,16.7449,16.4733,GALAXY,0.03117881,1.316883e-05
